RelativeHumidity,Temperature_Celsius,Pressure_Millibar,MoonInfo_Phase,MoonInfo_Illumination,MoonInfo_Age,Precipitation_Hour_Cm,Precipitation_Year_Cm,Precipitation_Month_Cm,Precipitation_Week_Cm,Precipitation_Day_Cm,Wind_X,Wind_Y,Wind_Gust_KilometersPerHour,MoonInfo_PhaseName_First Quarter,MoonInfo_PhaseName_Full Moon,MoonInfo_PhaseName_New Moon,MoonInfo_PhaseName_Third Quarter,MoonInfo_PhaseName_Waning Crescent,MoonInfo_PhaseName_Waning Gibbous,MoonInfo_PhaseName_Waxing Crescent,MoonInfo_PhaseName_Waxing Gibbous,CurrentConditions_/ Broken Sky,CurrentConditions_/ Overcast Sky,CurrentConditions_/ Scattered,CurrentConditions_Broken Sky,CurrentConditions_Clear Skies,CurrentConditions_Drizzle,CurrentConditions_Dry,CurrentConditions_Fog,"CurrentConditions_Freezing, Fog",CurrentConditions_Haze,"CurrentConditions_In The Vicinity, Thunderstorms","CurrentConditions_In The Vicinity, Thunderstorms, Rain",CurrentConditions_Light Drizzle,CurrentConditions_Light Rain,CurrentConditions_Light Snow,"CurrentConditions_Light Thunderstorms, Rain",CurrentConditions_Mist,CurrentConditions_Overcast Sky,CurrentConditions_Rain,CurrentConditions_Scattered,CurrentConditions_Snow,CurrentConditions_Strong Drizzle,CurrentConditions_Strong Rain,CurrentConditions_Strong Snow,"CurrentConditions_Strong Thunderstorms, Rain",CurrentConditions_Thunderstorms,"CurrentConditions_Thunderstorms, Rain",Preassure_Millibar,day_sin,day_cos,year_sin,year_cos
0.509,13,1015.92,0.5463872867481452,0.9789126937625076,16.14,0.0,11.28,0.0,3.86,0.0,-7.28757737229034,-1.2849965147352855,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.92,-1.0791998005927151e-05,0.9999999999417664,-0.0036338954932250323,0.9999933973799748
0.368,27,1015.58,0.5544029020570569,0.971072489883209,16.37,0.0,11.28,0.0,3.86,0.0,-15.491181393445602,-18.461671079167367,42.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1015.58,-8.060721394118006e-06,0.9999999999675124,-0.008801424671084693,0.9999612667117458
0.303,28,1012.87,0.5623766330324756,0.9620879436081976,16.61,0.0,11.28,0.0,3.86,0.0,-21.86273211687102,-3.854989544205856,37.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.87,-5.329444782248728e-06,0.9999999999857985,-0.013968718812265765,0.9999024326876818
0.468,23,1013.89,0.5703094498618421,0.9519987434363096,16.84,0.0,11.28,0.0,3.86,0.0,-22.646592160940397,-8.242685454148615,33.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.89,-2.598168170339693e-06,0.9999999999966248,-0.003511800726278239,0.9999938336088172
0.53,21,1012.87,0.5782024918339819,0.940845819422685,17.07,0.0,11.28,0.0,3.86,0.0,-12.817175976009691,-7.400000000000002,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.87,1.331084415887234e-07,0.9999999999999911,-0.00867933378863237,0.9999623338731242
0.371,28,1013.89,0.5860570630481361,0.9286710775551285,17.31,0.0,11.28,0.0,3.86,0.0,-11.10000000000001,-19.225763964014533,38.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.89,2.864385053516147e-06,0.9999999999958976,-0.013846635074670474,0.9999041307530983
0.614,26,1011.52,0.5938746279225205,0.9155171562071908,17.54,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.52,5.5956616654222025e-06,0.9999999999843443,-0.0033897059069799,0.9999942549304291
0.692,24,1013.89,0.6016568066351913,0.9014272056076528,17.77,0.0,11.28,0.0,3.86,0.0,4.497487801573486,-25.50652080301619,40.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1013.89,-2.2190639845796053e-05,0.9999999997537877,-0.008557242776794418,0.9999633861277417
1.0,18,1012.19,0.6094053706053484,0.8864446908678167,18.0,0.61,11.28,0.0,3.86,0.0,-1.2849965147352844,-7.28757737229034,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1012.19,-1.9459363234457813e-05,0.9999999998106666,-0.013724551130658928,0.9999058139126215
0.783,23,1013.89,0.6171222380930323,0.8706132187933564,18.22,0.0,11.28,0.0,3.86,0.0,-9.958577760546714,-8.35623892592501,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1013.89,-1.6728086622974408e-05,0.9999999998600856,-0.003267611037150122,0.9999946613448043
0.832,22,1012.19,0.6248094699700565,0.8539763884572487,18.45,0.0,11.28,0.0,3.86,0.0,-7.28757737229034,1.2849965147352842,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1012.19,-1.3996810011366213e-05,0.9999999999020447,-0.00843515163739089,0.9999644234755826
0.883,20,1009.49,0.6324692656856866,0.8365776653356477,18.68,0.0,11.28,0.0,3.86,0.0,-19.16972946403253,-6.97721092384364,31.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1009.49,-1.1265533399653605e-05,0.9999999999365439,-0.013602466982051075,0.9999074821662263
0.883,19,1006.1,0.6401039594264164,0.818460278685259,18.9,0.0,11.28,0.0,3.86,0.0,-14.269884935041176,-17.00618663724131,33.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1006.1,-8.534256787856957e-06,0.9999999999635832,-0.003145516118609013,0.9999950528519367
0.602,20,1013.89,0.6477160164421834,0.7996671417759975,19.13,0.0,11.28,0.0,3.86,0.0,12.792942200086928,-10.73455308176521,31.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1013.89,-5.802980175996645e-06,0.9999999999831627,-0.008313060372241839,0.9999654459166314
0.386,24,1015.24,0.6553080294913636,0.7802407945554635,19.35,0.0,11.28,0.0,3.86,0.0,2.5699930294705635,-14.57515474458068,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.24,-3.0717035640930436e-06,0.9999999999952823,-0.01348038263066686,0.9999091355138879
0.724,16,1016.6,0.6628827153347215,0.7602233683214077,19.58,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.6,-3.4042695216652725e-07,0.999999999999942,-0.003023421153176681,0.9999954294518203
0.936,10,1016.94,0.6704429111928044,0.7396565719844462,19.8,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.94,2.3908496597625286e-06,0.999999999997142,-0.008190968983167313,0.9999664534508729
0.242,26,1016.94,0.6779915710635694,0.7185816995261305,20.02,0.0,11.28,0.0,3.86,0.0,1.614928052302449,-9.158712103013537,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.94,5.122126271673749e-06,0.9999999999868819,-0.013358298078326235,0.9999107739555818
0.265,28,1013.89,0.6855317617870604,0.697039658262392,20.24,0.0,11.28,0.0,3.86,0.0,2.5699930294705635,-14.57515474458068,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1013.89,-2.2664175239432213e-05,0.9999999997431676,-0.002901326142673235,0.9999957911444497
0.522,18,1014.57,0.6930666587321866,0.6750710175245619,20.47,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.57,-1.9932898628121214e-05,0.9999999998013398,-0.008068877471987373,0.9999674460782921
0.877,12,1014.23,0.7005995409751156,0.6527160773400182,20.69,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.23,-1.720162201666152e-05,0.9999999998520521,-0.013236213326849154,0.9999123974912834
0.441,24,1015.24,0.7081337858313365,0.6300149566469755,20.91,0.0,11.28,0.0,3.86,0.0,9.3,-2.277843046414077e-15,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1015.24,-1.44703454050735e-05,0.9999999998953045,-0.0027792310889187847,0.9999961379298195
0.405,21,1017.27,0.7156728626033577,0.6070077004798905,21.13,0.0,11.28,0.0,3.86,0.0,19.84055107678153,16.648199090881366,35.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.27,-1.1739068793377533e-05,0.9999999999310971,-0.007946785840522075,0.9999684237988742
0.713,10,1020.66,0.7232203254036225,0.5837344054351538,21.36,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020.66,-9.007792181593996e-06,0.9999999999594298,-0.013114128378055574,0.9999140061209684
0.872,7,1022.35,0.7307798049159296,0.560235362541816,21.58,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022.35,-6.276515569743262e-06,0.9999999999803026,-0.0026571359937334407,0.9999964698079242
0.433,21,1023.37,0.738354998960185,0.5365512164395403,21.8,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023.37,-3.545238957845705e-06,0.9999999999937157,-0.007824694090591479,0.9999693866126046
0.317,25,1020.66,0.7459496617339503,0.5127231394743291,22.03,0.0,11.28,0.0,3.86,0.0,5.6687288790804375,4.756628311680391,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020.66,-8.139623459217016e-07,0.9999999999996687,-0.012992043233765453,0.9999155998446129
0.554,16,1020.66,0.7535675916109021,0.4887930189875406,22.25,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020.66,1.917314266008374e-06,0.9999999999981619,-0.0025350408589373138,0.9999967867787594
0.935,9,1021.0,0.7612126173894537,0.4648036556681946,22.48,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021.0,4.6485908779241465e-06,0.9999999999891953,-0.007702602224015645,0.9999703345194689
0.317,25,1021.34,0.7688885828961325,0.4407989703891652,22.71,0.0,11.28,0.0,3.86,0.0,-8.739141373308948,3.1807873329287206,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021.34,-2.3137710633063295e-05,0.9999999997323231,-0.012869957895798756,0.9999171786621932
0.262,27,1016.6,0.7765993298679427,0.4168242164255871,22.93,0.0,11.28,0.0,3.86,0.0,-10.430588090723582,3.796423590914925,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.6,-2.0406434021780146e-05,0.9999999997917888,-0.002412945686350515,0.99999708884232
0.378,21,1016.26,0.7830542791075238,0.3969018312040764,23.12,0.0,11.28,0.0,3.86,0.0,-4.763139720814413,2.75,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.26,-1.813037017892704e-05,0.9999999998356448,-0.004115132094843829,0.9999915328080743
0.485,17,1010.5,0.7921404095242153,0.3691534586234529,23.39,0.0,11.28,0.0,3.86,0.0,-11.258330249197703,6.499999999999999,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.5,-1.494388079877754e-05,0.9999999998883402,-0.012747872365975446,0.9999187425736857
0.575,25,1007.12,0.7999782361251988,0.3455565310621072,23.62,0.0,11.28,0.0,3.86,0.0,-18.46167107916737,-15.491181393445595,42.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1007.12,-1.2212604187098829e-05,0.9999999999254261,-0.0022908504777931576,0.9999973759986015
0.541,26,1003.73,0.8078657852072112,0.3221880820855125,23.86,0.0,11.28,0.0,3.86,0.0,-16.650000000000013,-28.8386459460218,46.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1003.73,-9.481327575329015e-06,0.9999999999550522,-0.007458418148208517,0.9999721856125432
0.642,20,1008.13,0.8144792629135262,0.3029285098892699,24.05,0.0,11.28,0.0,3.86,0.0,5.061898121219889,-13.907450787631449,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1008.13,-7.2052637321326085e-06,0.9999999999740421,-0.009160554857000987,0.9999580412370871
0.879,14,1010.84,0.8238039559900324,0.2763590702683941,24.33,0.0,11.28,0.0,3.86,0.0,-1.8811107882911813,-5.168309414322495,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.84,-4.018774351597572e-06,0.9999999999919247,-0.0021687552350853527,0.9999976482475997
0.604,21,1014.23,0.8318611458876249,0.2540160171587192,24.57,0.0,11.28,0.0,3.86,0.0,5.668728879080436,-4.756628311680394,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.23,-1.2874977396766935e-06,0.9999999999991712,-0.007336325942617354,0.9999730887987255
0.604,21,1013.89,0.8399811353211039,0.2321366436022666,24.81,0.0,11.28,0.0,3.86,0.0,3.54242282440538,20.090078161449043,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.89,1.4437788722537896e-06,0.9999999999989577,-0.012503700738038867,0.9999218256783144
0.724,16,1016.6,0.8481666886077781,0.2107863162510935,25.05,0.0,11.28,0.0,3.86,0.0,2.2574263096700955,12.802500789158705,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1016.6,4.175055484173502e-06,0.9999999999912844,-0.002046659960047215,0.9999979055893107
0.936,10,1015.92,0.8564203054860939,0.1900330341636971,25.29,0.0,11.28,0.0,3.86,0.0,12.817175976009691,7.399999999999999,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.92,-2.3611246026689186e-05,0.9999999997212545,-0.007214233627661215,0.9999739770779865
0.772,15,1016.26,0.8647441890172078,0.1699473238828628,25.54,0.0,11.28,0.0,3.86,0.0,6.977210923843644,19.169729464032528,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.26,-2.0879969415434504e-05,0.9999999997820135,-0.012381614643565544,0.9999233448714048
0.634,16,1012.53,0.8731402137116085,0.1506020600253615,25.78,0.0,11.28,0.0,3.86,0.0,15.62730663962715,13.1128672376054,38.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.53,-1.814869280402406e-05,0.9999999998353125,-0.0019245646544988572,0.9999981480237304
0.819,11,1013.89,0.8816098943980868,0.1320722042982784,26.03,0.0,11.28,0.0,3.86,0.0,4.650000000000001,8.05403625519528,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1013.89,-1.5417416192478228e-05,0.9999999998811516,-0.007092141205160169,0.9999748504503131
0.935,9,1015.24,0.8901543564117231,0.1144344570399175,26.29,0.0,11.28,0.0,3.86,0.0,11.258330249197703,6.499999999999999,18.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1015.24,-1.2686139580817387e-05,0.9999999999195309,-0.0122595283645155,0.9999248491583154
0.822,13,1018.63,0.8987743077252749,0.0977668170181104,26.54,0.0,11.28,0.0,3.86,0.0,13.112867237605402,15.62730663962715,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.63,-9.954862969061907e-06,0.9999999999504503,-0.0018024693202603934,0.9999983755508554
0.82,12,1019.65,0.9074700136917871,0.0821480472988357,26.8,0.0,11.28,0.0,3.86,0.0,13.907450787631443,5.0618981212198975,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1019.65,-7.223586357232166e-06,0.9999999999739099,-0.006970048676934288,0.9999757089156922
1.0,10,1016.94,0.9162412750914556,0.0676570475423897,27.06,0.0,11.28,0.0,3.86,0.0,7.134942467520586,8.503093318620655,16.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.94,-4.492309745348537e-06,0.9999999999899096,-0.012137441902708712,0.9999263385390238
1.0,11,1016.26,0.9250874101889998,0.0543721360386831,27.32,0.0,11.28,0.0,3.86,0.0,1.284996514735285,7.28757737229034,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1016.26,-1.7610331334313964e-06,0.9999999999984494,-0.0016803739591519384,0.9999985881706821
0.825,16,1017.27,0.9340072414964348,0.0423702481095075,27.58,0.0,11.28,0.0,3.86,0.0,5.168309414322496,1.881110788291178,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1017.27,9.702434784988812e-07,0.9999999999995293,-0.006847956044803643,0.999976552474111
0.883,19,1011.86,0.9429990879079811,0.0317260610622011,27.85,0.0,11.28,0.0,3.86,0.0,-8.349999999999996,14.462624243200128,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.86,3.701520090421921e-06,0.9999999999931494,-0.012015355259965166,0.9999278130135079
0.937,13,1015.24,0.9520607628160332,0.022511059556612,28.11,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1015.24,-2.408478142030978e-05,0.9999999997099617,-0.0015582785729936072,0.9999987858832075
0.938,16,1013.21,0.9611895787376544,0.0147925588586938,28.38,0.0,11.28,0.0,3.86,0.0,9.158712103013537,1.6149280523024525,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1013.21,-2.135350480908418e-05,0.9999999997720139,-0.006725863310588311,0.9999773811255569
0.692,24,1013.55,0.970382358869612,0.0086327068141927,28.66,0.0,11.28,0.0,3.86,0.0,-12.79294220008693,10.734553081765208,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.55,-1.862222819769928e-05,0.9999999998266063,-0.011893268438104844,0.9999292725817458
0.458,31,1008.81,0.9796354558585172,0.0040874882551527,28.93,0.0,11.28,0.0,3.86,0.0,-4.756628311680393,-5.668728879080437,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008.81,-1.5890951586175463e-05,0.9999999998737388,-0.0014361831636055147,0.9999989686884285
0.883,20,1010.16,0.9889447779120336,0.0012057577441258,29.2,0.0,11.28,0.0,3.86,0.0,-4.213244437154378,3.535331853275967,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.16,-1.31596749745331e-05,0.9999999999134115,-0.006603770476108365,0.9999781948700176
1.0,19,1011.86,0.9983058222004472,2.832785021456008e-05,29.48,0.0,11.28,0.0,3.86,0.0,-4.213244437154379,-3.5353318532759657,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1011.86,-1.0428398362792568e-05,0.9999999999456243,-0.011771181438947736,0.9999307172437155
0.83,20,1015.58,0.0060118314315851,0.0003566659869947,0.18,0.0,11.28,0.0,3.86,0.0,10.430588090723584,3.796423590914922,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1015.58,-5.60874385843374e-07,0.9999999999998427,-0.010580498294312193,0.9999440249613195
0.642,20,1015.58,0.0171632602308151,0.0029045469124187,0.51,0.0,11.28,0.0,3.86,0.0,16.021469970012117,9.249999999999998,27.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.58,-4.965845139098495e-06,0.9999999999876702,-0.006481677543183883,0.9999789937074809
0.627,13,1016.6,0.0266489894256287,0.0069927230549314,0.79,0.0,11.28,0.0,3.86,0.0,8.05403625519528,4.65,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.6,-2.234568527185705e-06,0.9999999999975033,-0.011649094264313832,0.9999321469993957
0.766,11,1016.26,0.0361652227843851,0.0128532367322121,1.07,0.0,11.28,0.0,3.86,0.0,7.4,-1.812477262738083e-15,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.26,4.967080847437554e-07,0.9999999999998767,-0.0011919922824205095,0.999999289576947
0.473,25,1016.26,0.0457061297615708,0.020476786974037,1.35,0.0,11.28,0.0,3.86,0.0,5.977924770084816,7.124213321006496,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.26,3.2279846966695103e-06,0.9999999999947901,-0.006359584513634945,0.999979777637935
0.319,26,1014.23,0.0552657942915209,0.029843123479459,1.63,0.0,11.28,0.0,3.86,0.0,11.258330249197703,6.499999999999999,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.23,5.9592613085711845e-06,0.9999999999822436,-0.011527006916023121,0.999933561848765
0.823,14,1015.92,0.0648382812177125,0.0409211512947504,1.91,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.92,-2.1827040202729064e-05,0.9999999997617901,-0.0010698968142638288,0.9999994276602396
0.936,11,1016.26,0.0744177028078559,0.0536692182524672,2.2,0.0,11.28,0.0,3.86,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.26,-1.9095763591370323e-05,0.999999999817676,-0.00623749138928163,0.9999805466613682
0.418,26,1017.61,0.0839982838897396,0.0680355762351628,2.48,0.0,11.28,0.0,3.86,0.0,1.927494772102928,10.93136605843551,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.61,-1.636448697986913e-05,0.9999999998661018,-0.011404919395895604,0.9999349617918023
0.466,22,1016.26,0.0935744241522826,0.0839590011258602,2.76,0.0,11.28,0.0,3.86,0.0,15.62730663962715,13.1128672376054,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.26,-1.3633210368245862e-05,0.9999999999070678,-0.0009478013301578513,0.9999995508362184
0.769,13,1017.95,0.1031407562117282,0.1013695508443099,3.05,0.0,11.28,0.0,3.86,0.0,9.61288198200727,5.549999999999999,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.95,-1.090193375652089e-05,0.9999999999405739,-0.00611539817194402,0.9999813007777688
0.823,14,1017.27,0.1126921981539199,0.120189436464295,3.33,0.0,11.28,0.0,3.86,0.0,8.739141373308948,3.1807873329287197,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.27,-8.17065714471459e-06,0.9999999999666201,-0.011282831705751275,0.9999363468284868
0.534,23,1016.6,0.1222239994166514,0.1403339782842739,3.61,0.0,11.28,0.0,3.86,0.0,9.250000000000002,16.021469970012113,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.6,-5.43938053284734e-06,0.9999999999852066,-0.000825705831922694,0.9999996591048814
